000001	XEROX CORPORATION 
00112F	ASUSTek COMPUTER INC. 
001130	Allied Telesis (Hong Kong) Ltd. 
001131	UNATECH. CO.,LTD 
001132	Synology Incorporated 
001133	Siemens Austria SIMEA 
001134	MediaCell, Inc. 
001135	Grandeye Ltd 
001136	Goodrich Sensor Systems 
001137	AICHI ELECTRIC CO., LTD. 
001138	TAISHIN CO., LTD. 
001139	STOEBER ANTRIEBSTECHNIK GmbH  Co. KG. 
00113A	SHINBORAM 
00113B	Micronet Communications Inc. 
00113C	Micronas GmbH 
00113D	KN SOLTEC CO.,LTD. 
00113E	JL Corporation 
00113F	Alcatel DI 
001140	Nanometrics Inc. 
001141	GoodMan Corporation 
001142	e-SMARTCOM  INC. 
001143	Dell Inc. 
001144	Assurance Technology Corp 
001145	ValuePoint Networks 
001146	Telecard-Pribor Ltd 
001147	Secom-Industry co.LTD. 
001148	Prolon Control Systems 
001149	Proliphix Inc. 
00114A	KAYABA INDUSTRY Co,.Ltd. 
00114B	Francotyp-Postalia GmbH 
00114C	caffeina applied research ltd. 
00114D	Atsumi Electric Co.,LTD. 
00114E	690885 Ontario Inc. 
00114F	US Digital Television, Inc 
001150	Belkin Corporation 
001151	Mykotronx 
001152	Eidsvoll Electronics AS 
001153	Trident Tek, Inc. 
001154	Webpro Technologies Inc. 
001155	Sevis Systems 
001156	Pharos Systems NZ 
001157	Oki Electric Industry Co., Ltd. 
001158	Nortel Networks 
001159	MATISSE NETWORKS INC 
00115A	Ivoclar Vivadent AG 
00115B	Elitegroup Computer Systems Co.,Ltd. 
00115C	Cisco Systems, Inc 
00115D	Cisco Systems, Inc 
00115E	ProMinent Dosiertechnik GmbH 
00115F	ITX Security Co., Ltd. 
001160	ARTDIO Company Co., LTD 
001161	NetStreams, LLC 
001162	STAR MICRONICS CO.,LTD. 
001163	SYSTEM SPA DEPT. ELECTRONICS 
001164	ACARD Technology Corp. 
001165	Znyx Networks 
001166	Taelim Electronics Co., Ltd. 
001167	Integrated System Solution Corp. 
001168	HomeLogic LLC 
001169	EMS Satcom 
00116A	Domo Ltd 
00116B	Digital Data Communications Asia Co.,Ltd 
00116C	Nanwang Multimedia Inc.,Ltd 
00116D	American Time and Signal 
00116E	PePLink Ltd. 
00116F	Netforyou Co., LTD. 
001170	GSC SRL 
001171	DEXTER Communications, Inc. 
001172	COTRON CORPORATION 
001173	SMART Storage Systems 
001174	Mojo Networks, Inc. 
001175	Intel Corporation 
001176	Intellambda Systems, Inc. 
001177	Coaxial Networks, Inc. 
001178	Chiron Technology Ltd 
001179	Singular Technology Co. Ltd. 
00117A	Singim International Corp. 
00117B	Büchi  Labortechnik AG 
00117C	e-zy.net 
00117D	ZMD America, Inc. 
00117E	Progeny, A division of Midmark Corp 
00117F	Neotune Information Technology Corporation,.LTD 
001180	ARRIS Group, Inc. 
001181	InterEnergy Co.Ltd, 
001182	IMI Norgren Ltd 
001183	Datalogic ADC, Inc. 
001184	Humo Laboratory,Ltd. 
001185	Hewlett Packard 
001186	Prime Systems, Inc. 
001187	Category Solutions, Inc 
001188	Enterasys 
001189	Aerotech Inc 
00118A	Viewtran Technology Limited 
00118B	Alcatel-Lucent, Enterprise Business Group 
00118C	Missouri Department of Transportation 
00118D	Hanchang System Corp. 
00118E	Halytech Mace 
00118F	EUTECH INSTRUMENTS PTE. LTD. 
001190	Digital Design Corporation 
001191	CTS-Clima Temperatur Systeme GmbH 
001192	Cisco Systems, Inc 
001193	Cisco Systems, Inc 
001194	Chi Mei Communication Systems, Inc. 
001195	D-Link Corporation 
001196	Actuality Systems, Inc. 
001197	Monitoring Technologies Limited 
001198	Prism Media Products Limited 
001199	2wcom Systems GmbH 
00119A	Alkeria srl 
00119B	Telesynergy Research Inc. 
00119C	EPT Energy 
00119D	Diginfo Technology Corporation 
00119E	Solectron Brazil 
00119F	Nokia Danmark AS 
0011A0	Vtech Engineering Canada Ltd 
0011A1	VISION NETWARE CO.,LTD 
0011A2	Manufacturing Technology Inc 
0011A3	LanReady Technologies Inc. 
0011A4	JStream Technologies Inc. 
0011A5	Fortuna Electronic Corp. 
0011A6	Sypixx Networks 
0011A7	Infilco Degremont Inc. 
0011A8	Quest Technologies 
0011A9	MOIMSTONE Co., LTD 
0011AA	Uniclass Technology, Co., LTD 
0011AB	TRUSTABLE TECHNOLOGY CO.,LTD. 
0011AC	Simtec Electronics 
0011AD	Shanghai Ruijie Technology 
0011AE	ARRIS Group, Inc. 
0011AF	Medialink-i,Inc 
0011B0	Fortelink Inc. 
0011B1	BlueExpert Technology Corp. 
0011B2	2001 Technology Inc. 
0011B3	YOSHIMIYA CO.,LTD. 
0011B4	Westermo Teleindustri AB 
0011B5	Shenzhen Powercom Co.,Ltd 
0011B6	Open Systems International 
0011B7	Octalix B.V. 
0011B8	Liebherr - Elektronik GmbH 
0011B9	Inner Range Pty. Ltd. 
0011BA	Elexol Pty Ltd 
0011BB	Cisco Systems, Inc 
0011BC	Cisco Systems, Inc 
0011BD	Bombardier Transportation 
0011BE	AGP Telecom Co. Ltd 
0011BF	AESYS S.p.A. 
0011C0	Aday Technology Inc 
0011C1	4P MOBILE DATA PROCESSING 
0011C2	United Fiber Optic Communication 
0011C3	Transceiving System Technology Corporation 
0011C4	Terminales de Telecomunicacion Terrestre, S.L. 
0011C5	TEN Technology 
0011C6	Seagate Technology 
0011C7	Raymarine UK Ltd 
0011C8	Powercom Co., Ltd. 
0011C9	MTT Corporation 
0011CA	Long Range Systems, Inc. 
0011CB	Jacobsons AB 
0011CC	Guangzhou Jinpeng Group Co.,Ltd. 
0011CD	Axsun Technologies 
0011CE	Ubisense Limited 
0011CF	Thrane  Thrane AS 
0011D0	Tandberg Data ASA 
0011D1	Soft Imaging System GmbH 
0011D2	Perception Digital Ltd 
0011D3	NextGenTel Holding ASA 
0011D4	NetEnrich, Inc 
0011D5	Hangzhou Sunyard System Engineering Co.,Ltd. 
0011D6	HandEra, Inc. 
0011D7	eWerks Inc 
0011D8	ASUSTek COMPUTER INC. 
0011D9	TiVo 
0011DA	Vivaas Technology Inc. 
0011DB	Land-Cellular Corporation 
0011DC	Glunz  Jensen 
0011DD	FROMUS TEC. Co., Ltd. 
0011DE	EURILOGIC 
0011DF	Current Energy 
0011E0	U-MEDIA Communications, Inc. 
0011E1	Arcelik A.S 
0011E2	Hua Jung Components Co., Ltd. 
0011E3	Thomson, Inc. 
0011E4	Danelec Electronics AS 
0011E5	KCodes Corporation 
0011E6	Scientific Atlanta 
0011E7	WORLDSAT - Texas de France 
0011E8	Tixi.Com 
0011E9	STARNEX CO., LTD. 
0011EA	IWICS Inc. 
0011EB	Innovative Integration 
0011EC	AVIX INC. 
0011ED	802 Global 
0011EE	Estari, Inc. 
0011EF	Conitec Datensysteme GmbH 
0011F0	Wideful Limited 
0011F1	QinetiQ Ltd 
0011F2	Institute of Network Technologies 
0011F3	NeoMedia Europe AG 
0011F4	woori-net 
0011F5	ASKEY COMPUTER CORP 
0011F6	Asia Pacific Microsystems , Inc. 
0011F7	Shenzhen Forward Industry Co., Ltd 
0011F8	AIRAYA Corp 
0011F9	Nortel Networks 
0011FA	Rane Corporation 
0011FB	Heidelberg Engineering GmbH 
0011FC	HARTING Electric Gmbh  Co.KG 
0011FD	KORG INC. 
0011FE	Keiyo System Research, Inc. 
0011FF	Digitro Tecnologia Ltda 
001200	Cisco Systems, Inc 
001201	Cisco Systems, Inc 
001202	Decrane Aerospace - Audio International Inc. 
001203	ActivNetworks 
001204	u10 Networks, Inc. 
001205	Terrasat Communications, Inc. 
001206	iQuest (NZ) Ltd 
001207	Head Strong International Limited 
001208	Gantner Instruments GmbH 
001209	Fastrax Ltd 
00120A	Emerson Climate Technologies GmbH 
00120B	Chinasys Technologies Limited 
00120C	CE-Infosys Pte Ltd 
00120D	Advanced Telecommunication Technologies, Inc. 
00120E	AboCom 
00120F	IEEE 802.3 
001210	WideRay Corp 
001211	Protechna Herbst GmbH  Co. KG 
001212	PLUS  Corporation 
001213	Metrohm AG 
001214	Koenig  Bauer AG 
001215	iStor Networks, Inc. 
001216	ICP Internet Communication Payment AG 
001217	Cisco-Linksys, LLC 
001218	ARUZE Corporation 
001219	Ahead Communication Systems Inc 
00121A	Techno Soft Systemnics Inc. 
00121B	Sound Devices, LLC 
00121C	PARROT S.A. 
00121D	Netfabric Corporation 
00121E	Juniper Networks 
00121F	Harding Instruments 
001220	Cadco Systems 
001221	B.Braun Melsungen AG 
001222	Skardin (UK) Ltd 
001223	Pixim 
001224	NexQL Corporation 
001225	ARRIS Group, Inc. 
001226	Japan Direx Corporation 
001227	Franklin Electric Co., Inc. 
001228	Data Ltd. 
001229	BroadEasy Technologies Co.,Ltd 
00122A	VTech Telecommunications Ltd. 
00122B	Virbiage Pty Ltd 
00122C	Soenen Controls N.V. 
00122D	SiNett Corporation 
00122E	Signal Technology - AISD 
00122F	Sanei Electric Inc. 
001230	Picaso Infocommunication CO., LTD. 
001231	Motion Control Systems, Inc. 
001232	LeWiz Communications Inc. 
001233	JRC TOKKI Co.,Ltd. 
001234	Camille Bauer 
001235	Andrew Corporation 
001236	ConSentry Networks 
001237	Texas Instruments 
001238	SetaBox Technology Co., Ltd. 
001239	S Net Systems Inc. 
00123A	Posystech Inc., Co. 
00123B	KeRo Systems ApS 
00123C	Second Rule LLC 
00123D	GES Co, Ltd 
00123E	ERUNE technology Co., Ltd. 
00123F	Dell Inc. 
001240	AMOI ELECTRONICS CO.,LTD 
001241	a2i marketing center 
001242	Millennial Net 
001243	Cisco Systems, Inc 
001244	Cisco Systems, Inc 
001245	Zellweger Analytics, Inc. 
001246	T.O.M TECHNOLOGY INC.. 
001247	Samsung Electronics Co., Ltd. 
001248	EMC Corporation (Kashya) 
001249	Delta Elettronica S.p.A. 
00124A	Dedicated Devices, Inc. 
00124B	Texas Instruments 
00124C	BBWM Corporation 
00124D	Inducon BV 
00124E	XAC AUTOMATION CORP. 
00124F	Pentair Thermal Management 
001250	Tokyo Aircaft Instrument Co., Ltd. 
001251	SILINK 
001252	Citronix, LLC 
001253	AudioDev AB 
001254	Spectra Technologies Holdings Company Ltd 
001255	NetEffect Incorporated 
001256	LG INFORMATION  COMM. 
001257	LeapComm Communication Technologies Inc. 
001258	Activis Polska 
001259	THERMO ELECTRON KARLSRUHE 
00125A	Microsoft Corporation 
00125B	KAIMEI ELECTRONI 
00125C	Green Hills Software, Inc. 
00125D	CyberNet Inc. 
00125E	CAEN 
00125F	AWIND Inc. 
001260	Stanton Magnetics,inc. 
001261	Adaptix, Inc 
001262	Nokia Danmark AS 
001263	Data Voice Technologies GmbH 
001264	daum electronic gmbh 
001265	Enerdyne Technologies, Inc. 
001266	Swisscom Hospitality Services SA 
001267	Panasonic Corporation 
001268	IPS d.o.o. 
001269	Value Electronics 
00126A	OPTOELECTRONICS Co., Ltd. 
00126B	Ascalade Communications Limited 
00126C	Visonic Ltd. 
00126D	University of California, Berkeley 
00126E	Seidel Elektronik GmbH Nfg.KG 
00126F	Rayson Technology Co., Ltd. 
001270	NGES Denro Systems 
001271	Measurement Computing Corp 
001272	Redux Communications Ltd. 
001273	Stoke Inc 
001274	NIT lab 
001275	Sentilla Corporation 
001276	CG Power Systems Ireland Limited 
001277	Korenix Technologies Co., Ltd. 
001278	International Bar Code 
001279	Hewlett Packard 
00127A	Sanyu Industry Co.,Ltd. 
00127B	VIA Networking Technologies, Inc. 
00127C	SWEGON AB 
00127D	MobileAria 
00127E	Digital Lifestyles Group, Inc. 
00127F	Cisco Systems, Inc 
001280	Cisco Systems, Inc 
001281	March Networks S.p.A. 
001282	Qovia 
001283	Nortel Networks 
001284	Lab33 Srl 
001285	Gizmondo Europe Ltd 
001286	ENDEVCO CORP 
001287	Digital Everywhere Unterhaltungselektronik GmbH 
001288	2Wire Inc 
001289	Advance Sterilization Products 
00128A	ARRIS Group, Inc. 
00128B	Sensory Networks Inc 
00128C	Woodward Governor 
00128D	STB Datenservice GmbH 
00128E	Q-Free ASA 
00128F	Montilio 
001290	KYOWA Electric  Machinery Corp. 
001291	KWS Computersysteme GmbH 
001292	Griffin Technology 
001293	GE Energy 
001294	SUMITOMO ELECTRIC DEVICE INNOVATIONS, INC 
001295	Aiware Inc. 
001296	Addlogix 
001297	O2Micro, Inc. 
001298	MICO ELECTRIC(SHENZHEN) LIMITED 
001299	Ktech Telecommunications Inc 
00129A	IRT Electronics Pty Ltd 
00129B	E2S Electronic Engineering Solutions, S.L. 
00129C	Yulinet 
00129D	First International Computer do Brasil 
00129E	Surf Communications Inc. 
00129F	RAE Systems 
0012A0	NeoMeridian Sdn Bhd 
0012A1	BluePacket Communications Co., Ltd. 
0012A2	VITA 
0012A3	Trust International B.V. 
0012A4	ThingMagic, LLC 
0012A5	Stargen, Inc. 
0012A6	Dolby Australia 
0012A7	ISR TECHNOLOGIES Inc 
0012A8	intec GmbH 
0012A9	3Com Ltd 
0012AA	IEE, Inc. 
0012AB	WiLife, Inc. 
0012AC	ONTIMETEK INC. 
0012AD	IDS GmbH 
0012AE	HLS HARD-LINE Solutions Inc. 
0012AF	ELPRO Technologies 
0012B0	Efore Oyj   (Plc) 
0012B1	Dai Nippon Printing Co., Ltd 
0012B2	AVOLITES LTD. 
0012B3	Advance Wireless Technology Corp. 
0012B4	Work Microwave GmbH 
0012B5	Vialta, Inc. 
0012B6	Santa Barbara Infrared, Inc. 
0012B7	PTW Freiburg 
0012B8	G2 Microsystems 
0012B9	Fusion Digital Technology 
0012BA	FSI Systems, Inc. 
0012BB	Telecommunications Industry Association TR-41 Committee 
0012BC	Echolab LLC 
0012BD	Avantec Manufacturing Limited 
0012BE	Astek Corporation 
0012BF	Arcadyan Technology Corporation 
0012C0	HotLava Systems, Inc. 
0012C1	Check Point Software Technologies 
0012C2	Apex Electronics Factory 
0012C3	WIT S.A. 
0012C4	Viseon, Inc. 
0012C5	V-Show  Technology (China) Co.,Ltd 
0012C6	TGC America, Inc 
0012C7	SECURAY Technologies Ltd.Co. 
0012C8	Perfect tech 
0012C9	ARRIS Group, Inc. 
0012CA	Mechatronic Brick Aps 
0012CB	CSS Inc. 
0012CC	Bitatek CO., LTD 
0012CD	ASEM SpA 
0012CE	Advanced Cybernetics Group 
0012CF	Accton Technology Corp 
0012D0	Gossen-Metrawatt-GmbH 
0012D1	Texas Instruments 
0012D2	Texas Instruments 
0012D3	Zetta Systems, Inc. 
0012D4	Princeton Technology, Ltd 
0012D5	Motion Reality Inc. 
0012D6	Jiangsu Yitong High-Tech Co.,Ltd 
0012D7	Invento Networks, Inc. 
0012D8	International Games System Co., Ltd. 
0012D9	Cisco Systems, Inc 
0012DA	Cisco Systems, Inc 
0012DB	ZIEHL industrie-elektronik GmbH  Co KG 
0012DC	SunCorp Industrial Limited 
0012DD	Shengqu Information Technology (Shanghai) Co., Ltd. 
0012DE	Radio Components Sweden AB 
0012DF	Novomatic AG 
0012E0	Codan Limited 
0012E1	Alliant Networks, Inc 
0012E2	ALAXALA Networks Corporation 
0012E3	Agat-RT, Ltd. 
0012E4	ZIEHL industrie-electronik GmbH  Co KG 
0012E5	Time America, Inc. 
0012E6	SPECTEC COMPUTER CO., LTD. 
0012E7	Projectek Networking Electronics Corp. 
0012E8	Fraunhofer IMS 
0012E9	Abbey Systems Ltd 
0012EA	Trane 
0012EB	PDH Solutions, LLC 
0012EC	Movacolor b.v. 
0012ED	AVG Advanced Technologies 
0012EE	Sony Mobile Communications AB 
0012EF	OneAccess SA 
0012F0	Intel Corporate 
0012F1	IFOTEC 
0012F2	Brocade Communications Systems, Inc. 
0012F3	connectBlue AB 
0012F4	Belco International Co.,Ltd. 
0012F5	Imarda New Zealand Limited 
0012F6	MDK CO.,LTD. 
0012F7	Xiamen Xinglian Electronics Co., Ltd. 
0012F8	WNI Resources, LLC 
0012F9	URYU SEISAKU, LTD. 
0012FA	THX LTD 
0012FB	Samsung Electronics 
0012FC	PLANET System Co.,LTD 
0012FD	OPTIMUS IC S.A. 
0012FE	Lenovo Mobile Communication Technology Ltd. 
0012FF	Lely Industries N.V. 
001300	IT-FACTORY, INC. 
001301	IronGate S.L. 
001302	Intel Corporate 
001303	GateConnect 
001304	Flaircomm Technologies Co. LTD 
001305	Epicom, Inc. 
001306	Always On Wireless 
001307	Paravirtual Corporation 
001308	Nuvera Fuel Cells 
001309	Ocean Broadband Networks 
00130A	Nortel 
00130B	Mextal B.V. 
00130C	HF System Corporation 
00130D	GALILEO AVIONICA 
00130E	Focusrite Audio Engineering Limited 
00130F	EGEMEN Bilgisayar Muh San ve Tic LTD STI 
001310	Cisco-Linksys, LLC 
001311	ARRIS Group, Inc. 
001312	Amedia Networks Inc. 
001313	GuangZhou Post  Telecom Equipment ltd 
001314	Asiamajor Inc. 
001315	Sony Computer Entertainment Inc. 
001316	L-S-B Broadcast Technologies GmbH 
001317	GN Netcom AS 
001318	DGSTATION Co., Ltd. 
001319	Cisco Systems, Inc 
00131A	Cisco Systems, Inc 
00131B	BeCell Innovations Corp. 
00131C	LiteTouch, Inc. 
00131D	Scanvaegt International AS 
00131E	Peiker acustic GmbH  Co. KG 
00131F	NxtPhase TD, Corp. 
001320	Intel Corporate 
001321	Hewlett Packard 
001322	DAQ Electronics, Inc. 
001323	Cap Co., Ltd. 
001324	Schneider Electric Ultra Terminal 
001325	Cortina Systems Inc 
001326	ECM Systems Ltd 
001327	Data Acquisitions limited 
001328	Westech Korea Inc., 
001329	VSST Co., LTD 
00132A	Sitronics Telecom Solutions 
00132B	Phoenix Digital 
00132C	MAZ Brandenburg GmbH 
00132D	iWise Communications 
00132E	ITian Coporation 
00132F	Interactek 
001330	EURO PROTECTION SURVEILLANCE 
001331	CellPoint Connect 
001332	Beijing Topsec Network Security Technology Co., Ltd. 
001333	BaudTec Corporation 
001334	Arkados, Inc. 
001335	VS Industry Berhad 
001336	Tianjin 712 Communication Broadcasting co., ltd. 
001337	Orient Power Home Network Ltd. 
001338	FRESENIUS-VIAL 
001339	CCV Deutschland GmbH 
00133A	VadaTech Inc. 
00133B	Speed Dragon Multimedia Limited 
00133C	QUINTRON SYSTEMS INC. 
00133D	Micro Memory Curtiss Wright Co 
00133E	MetaSwitch 
00133F	Eppendorf Instrumente GmbH 
001340	AD.EL s.r.l. 
001341	Shandong New Beiyang Information Technology Co.,Ltd 
001342	Vision Research, Inc. 
001343	Matsushita Electronic Components (Europe) GmbH 
001344	Fargo Electronics Inc. 
001345	Eaton Corporation 
001346	D-Link Corporation 
001347	Red Lion Controls, LP 
001348	Artila Electronics Co., Ltd. 
001349	ZyXEL Communications Corporation 
00134A	Engim, Inc. 
00134B	ToGoldenNet Technology Inc. 
00134C	YDT Technology International 
00134D	Inepro BV 
00134E	Valox Systems, Inc. 
00134F	Tranzeo Wireless Technologies Inc. 
001350	Silver Spring Networks, Inc 
001351	Niles Audio Corporation 
001352	Naztec, Inc. 
001353	HYDAC Filtertechnik GMBH 
001354	Zcomax Technologies, Inc. 
001355	TOMEN Cyber-business Solutions, Inc. 
001356	FLIR Radiation Inc 
001357	Soyal Technology Co., Ltd. 
001358	Realm Systems, Inc. 
001359	ProTelevision Technologies AS 
00135A	Project TE Limited 
00135B	PanelLink Cinema, LLC 
00135C	OnSite Systems, Inc. 
00135D	NTTPC Communications, Inc. 
00135E	EABRWIK 
00135F	Cisco Systems, Inc 
001360	Cisco Systems, Inc 
001361	Biospace Co., Ltd. 
001362	ShinHeung Precision Co., Ltd. 
001363	Verascape, Inc. 
001364	Paradigm Technology Inc.. 
001365	Nortel 
001366	Neturity Technologies Inc. 
001367	Narayon. Co., Ltd. 
001368	Saab Danmark AS 
001369	Honda Electron Co., LED. 
00136A	Hach Lange Sarl 
00136B	E-TEC 
00136C	TomTom 
00136D	Tentaculus AB 
00136E	Techmetro Corp. 
00136F	PacketMotion, Inc. 
001370	Nokia Danmark AS 
001371	ARRIS Group, Inc. 
001372	Dell Inc. 
001373	BLwave Electronics Co., Ltd 
001374	Atheros Communications, Inc. 
001375	American Security Products Co. 
001376	Tabor Electronics Ltd. 
001377	Samsung Electronics CO., LTD 
001378	Qsan Technology, Inc. 
001379	PONDER INFORMATION INDUSTRIES LTD. 
00137A	Netvox Technology Co., Ltd. 
00137B	Movon Corporation 
00137C	Kaicom co., Ltd. 
00137D	Dynalab, Inc. 
00137E	CorEdge Networks, Inc. 
00137F	Cisco Systems, Inc 
001380	Cisco Systems, Inc 
001381	CHIPS  Systems, Inc. 
001382	Cetacea Networks Corporation 
001383	Application Technologies and Engineering Research Laboratory 
001384	Advanced Motion Controls 
001385	Add-On Technology Co., LTD. 
001386	ABB Inc.Totalflow 
001387	27M Technologies AB 
001388	WiMedia Alliance 
001389	Redes de Telefonía Móvil S.A. 
00138A	QINGDAO GOERTEK ELECTRONICS CO.,LTD. 
00138B	Phantom Technologies LLC 
00138C	Kumyoung.Co.Ltd 
00138D	Kinghold 
00138E	FOAB Elektronik AB 
00138F	Asiarock Technology Limited 
001390	Termtek Computer Co., Ltd 
001391	OUEN CO.,LTD. 
001392	Ruckus Wireless 
001393	Panta Systems, Inc. 
001394	Infohand Co.,Ltd 
001395	congatec AG 
001396	Acbel Polytech Inc. 
001397	Oracle Corporation 
001398	TrafficSim Co.,Ltd 
001399	STAC Corporation. 
00139A	K-ubique ID Corp. 
00139B	ioIMAGE Ltd. 
00139C	Exavera Technologies, Inc. 
00139D	Marvell Hispana S.L. 
00139E	Ciara Technologies Inc. 
00139F	Electronics Design Services, Co., Ltd. 
0013A0	ALGOSYSTEM Co., Ltd. 
0013A1	Crow Electronic Engeneering 
0013A2	MaxStream, Inc 
0013A3	Siemens Com CPE Devices 
0013A4	KeyEye Communications 
0013A5	General Solutions, LTD. 
0013A6	Extricom Ltd 
0013A7	BATTELLE MEMORIAL INSTITUTE 
0013A8	Tanisys Technology 
0013A9	Sony Corporation 
0013AA	ALS   TEC Ltd. 
0013AB	Telemotive AG 
0013AC	Sunmyung Electronics Co., LTD 
0013AD	Sendo Ltd 
0013AE	Radiance Technologies, Inc. 
0013AF	NUMA Technology,Inc. 
0013B0	Jablotron 
0013B1	Intelligent Control Systems (Asia) Pte Ltd 
0013B2	Carallon Limited 
0013B3	Ecom Communications Technology Co., Ltd. 
0013B4	Appear TV 
0013B5	Wavesat 
0013B6	Sling Media, Inc. 
0013B7	Scantech ID 
0013B8	RyCo Electronic Systems Limited 
0013B9	BM SPA 
0013BA	ReadyLinks Inc 
0013BB	Smartvue Corporation 
0013BC	Artimi Ltd 
0013BD	HYMATOM SA 
0013BE	Virtual Conexions 
0013BF	Media System Planning Corp. 
0013C0	Trix Tecnologia Ltda. 
0013C1	Asoka USA Corporation 
0013C2	WACOM Co.,Ltd 
0013C3	Cisco Systems, Inc 
0013C4	Cisco Systems, Inc 
0013C5	LIGHTRON FIBER-OPTIC DEVICES INC. 
0013C6	OpenGear, Inc 
0013C7	IONOS Co.,Ltd. 
0013C8	ADB Broadband Italia 
0013C9	Beyond Achieve Enterprises Ltd. 
0013CA	Pico Digital 
0013CB	Zenitel Norway AS 
0013CC	Tall Maple Systems 
0013CD	MTI co. LTD 
0013CE	Intel Corporate 
0013CF	4Access Communications 
0013D0	t Medical Ltd 
0013D1	KIRK telecom AS 
0013D2	PAGE IBERICA, S.A. 
0013D3	MICRO-STAR INTERNATIONAL CO., LTD. 
0013D4	ASUSTek COMPUTER INC. 
0013D5	RuggedCom 
0013D6	TII NETWORK TECHNOLOGIES, INC. 
0013D7	SPIDCOM Technologies SA 
0013D8	Princeton Instruments 
0013D9	Matrix Product Development, Inc. 
0013DA	Diskware Co., Ltd 
0013DB	SHOEI Electric Co.,Ltd 
0013DC	IBTEK INC. 
0013DD	Abbott Diagnostics 
0013DE	Adapt4, LLC 
0013DF	Ryvor Corp. 
0013E0	Murata Manufacturing Co., Ltd. 
0013E1	Iprobe AB 
0013E2	GeoVision Inc. 
0013E3	CoVi Technologies, Inc. 
0013E4	YANGJAE SYSTEMS CORP. 
0013E5	TENOSYS, INC. 
0013E6	Technolution 
0013E7	Halcro 
0013E8	Intel Corporate 
0013E9	VeriWave, Inc. 
0013EA	Kamstrup AS 
0013EB	Sysmaster Corporation 
0013EC	Netsnapper Technologies SARL 
0013ED	PSIA 
0013EE	JBX Designs Inc. 
0013EF	Kingjon Digital Technology Co.,Ltd 
0013F0	Wavefront Semiconductor 
0013F1	AMOD Technology Co., Ltd. 
0013F2	Klas Ltd 
0013F3	Giga-byte Communications Inc. 
0013F4	Psitek (Pty) Ltd 
0013F5	Akimbi Systems 
0013F6	Cintech 
0013F7	SMC Networks, Inc. 
0013F8	Dex Security Solutions 
0013F9	Cavera Systems 
0013FA	LifeSize Communications, Inc 
0013FB	RKC INSTRUMENT INC. 
0013FC	SiCortex, Inc 
0013FD	Nokia Danmark AS 
0013FE	GRANDTEC ELECTRONIC CORP. 
0013FF	Dage-MTI of MC, Inc. 
001400	MINERVA KOREA CO., LTD 
001401	Rivertree Networks Corp. 
001402	kk-electronic as 
001403	Renasis, LLC 
001404	ARRIS Group, Inc. 
001405	OpenIB, Inc. 
001406	Go Networks 
001407	Sperian Protection Instrumentation 
001408	Eka Systems Inc. 
001409	MAGNETI MARELLI   S.E. S.p.A. 
00140A	WEPIO Co., Ltd. 
00140B	FIRST INTERNATIONAL COMPUTER, INC. 
00140C	GKB CCTV CO., LTD. 
00140D	Nortel 
00140E	Nortel 
00140F	Federal State Unitary Enterprise Leningrad RD Institute of 
001410	Suzhou Keda Technology CO.,Ltd 
001411	Deutschmann Automation GmbH  Co. KG 
001412	S-TEC electronics AG 
001413	Trebing  Himstedt Prozeßautomation GmbH  Co. KG 
001414	Jumpnode Systems LLC. 
001415	Intec Automation inc. 
001416	Scosche Industries, Inc. 
001417	RSE Informations Technologie GmbH 
001418	C4Line 
001419	SIDSA 
00141A	DEICY CORPORATION 
00141B	Cisco Systems, Inc 
00141C	Cisco Systems, Inc 
00141D	LTi DRIVES GmbH 
00141E	P.A. Semi, Inc. 
00141F	SunKwang Electronics Co., Ltd 
001420	G-Links networking company 
001421	Total Wireless Technologies Pte. Ltd. 
001422	Dell Inc. 
001423	J-S Co. NEUROCOM 
001424	Merry Electrics CO., LTD. 
001425	Galactic Computing Corp. 
001426	NL Technology 
001427	JazzMutant 
001428	Vocollect, Inc 
001429	V Center Technologies Co., Ltd. 
00142A	Elitegroup Computer Systems Co.,Ltd. 
00142B	Edata Communication Inc. 
00142C	Koncept International, Inc. 
00142D	Toradex AG 
00142E	77 Elektronika Kft. 
00142F	Savvius 
001430	ViPowER, Inc 
001431	PDL Electronics Ltd 
001432	Tarallax Wireless, Inc. 
001433	Empower Technologies(Canada) Inc. 
001434	Keri Systems, Inc 
001435	CityCom Corp. 
001436	Qwerty Elektronik AB 
001437	GSTeletech Co.,Ltd. 
001438	Hewlett Packard 
001439	Blonder Tongue Laboratories, Inc. 
00143A	RAYTALK INTERNATIONAL SRL 
00143B	Sensovation AG 
00143C	Rheinmetall Canada Inc. 
00143D	Aevoe Inc. 
00143E	AirLink Communications, Inc. 
00143F	Hotway Technology Corporation 
